id,player_class,type,name,set,text,cost,attack,health,rarity,collectible,flavor,mechanics,dust,play_requirements,race,how_to_earn,how_to_earn_golden,targeting_arrow_text,faction,durability,entourage
EX1_398,WARRIOR,MINION,Arathi Weaponsmith,EXPERT1,<b>Battlecry:</b> Equip a 2/2�weapon.,4,3,3,COMMON,True,"50% off fist weapons, limited time only!",['BATTLECRY'],"[40, 400, 5, 50]",,,,,,,,
EX1_155be,DRUID,ENCHANTMENT,Mark of Nature,EXPERT1,This minion has +4 Health and <b>Taunt</b>.,,,,,,,,,,,,,,,,
TB_PickYourFate_11b,NEUTRAL,SPELL,Murloc Bonus,TB,Summon a 1/1 Murloc at the end of your turn.,0,,,,,,,,,,,,,,,
XXX_006,NEUTRAL,SPELL,Break Weapon,CHEAT,Destroy a hero's weapon.,0,,,COMMON,,,,,"{'REQ_TARGET_TO_PLAY': 0, 'REQ_HERO_TARGET': 0}",,,,,,,
EX1_597,NEUTRAL,MINION,Imp Master,EXPERT1,"At the end of your turn, deal
1 damage to this minion
 and summon a 1/1 Imp.",3,1,5,RARE,True,She would enjoy the job a lot more if she just could get the imps to QUIT BITING HER.,,"[100, 800, 20, 100]",,,,,,,,
GVG_080t,DRUID,MINION,Druid of the Fang,GVG,,5,7,7,,,,,,,BEAST,,,,,,
GVG_100e,WARLOCK,ENCHANTMENT,Brow Furrow,GVG,Increased stats.,,,,,,,,,,,,,,,,
PART_001e,NEUTRAL,ENCHANTMENT,Armor Plating,GVG,+1 Health.,,,,,,,,,,,,,,,,
CS2_151,NEUTRAL,MINION,Silver Hand Knight,EXPERT1,<b>Battlecry:</b> Summon a 2/2�Squire.,5,4,4,COMMON,True,It's good to be a knight.   Less so to be one's squire.,['BATTLECRY'],"[40, 400, 5, 50]",,,,,,ALLIANCE,,
EX1_161,DRUID,SPELL,Naturalize,EXPERT1,"Destroy a minion.
Your opponent draws 2�cards.",1,,,COMMON,True,Another one bites the dust.,,"[40, 400, 5, 50]","{'REQ_TARGET_TO_PLAY': 0, 'REQ_MINION_TARGET': 0}",,,,,,,
NAX12_02H,NEUTRAL,HERO_POWER,Decimate,NAXX,"<b>Hero Power</b>
Change the Health of enemy minions to 1.",0,,,,,,['AI_MUST_PLAY'],,{'REQ_MINIMUM_ENEMY_MINIONS': 1},,,,,,,
CS2_083b,ROGUE,HERO_POWER,Dagger Mastery,CORE,"<b>Hero Power</b>
Equip a 1/2 Dagger.",2,,,FREE,,,,,,,,,,,,
GVG_046,HUNTER,MINION,King of Beasts,GVG,<b>Taunt</b>. <b>Battlecry:</b> Gain +1 Attack for each other Beast you have.,5,2,6,RARE,True,He never sleeps.  Not even in the mighty jungle.,"['BATTLECRY', 'TAUNT']","[100, 800, 20, 100]",,BEAST,,,,,,
EX1_165,DRUID,MINION,Druid of the Claw,EXPERT1,<b>Choose One -</b> <b>Charge</b>; or +2 Health and <b>Taunt</b>.,5,4,4,COMMON,True,Cat or Bear?  Cat or Bear?!  I just cannot CHOOSE!,['CHOOSE_ONE'],"[40, 400, 5, 50]",,,,,,,,
LOE_061,NEUTRAL,MINION,Anubisath Sentinel,LOE,<b>Deathrattle:</b> Give a random friendly minion +3/+3.,5,4,4,COMMON,True,He's actually a 1/1 who picked up the hammer from the last guy.,['DEATHRATTLE'],"[40, 400, 5, 50]",,,"Unlocked in the Temple of Orsis, in the League of Explorers adventure.","Crafting unlocked in the Temple of Orsis, in the League of Explorers adventure.",,,,
TU4f_001,NEUTRAL,HERO,Lorewalker Cho,MISSIONS,,,,25,,,,,,,,,,,,,
OG_006,PALADIN,MINION,Vilefin Inquisitor,OG,<b>Battlecry:</b> Your Hero Power becomes 'Summon a   1/1 Murloc.',1,1,3,EPIC,True,Nobody expects the Vilefin Inquisition!,['BATTLECRY'],"[400, 1600, 100, 400]",,MURLOC,,,,,,
AT_081,PALADIN,MINION,Eadric the Pure,TGT,"<b>Battlecry:</b> Change all enemy minions'
Attack to 1.",7,3,7,LEGENDARY,True,Nobody rocks a monocle like Eadric.,['BATTLECRY'],"[1600, 3200, 400, 1600]",,,,,,,,
BRMA12_8t,NEUTRAL,MINION,Chromatic Dragonkin,BRM,"Whenever your opponent casts a spell, gain +2/+2.",2,2,3,,,,,,,DRAGON,,,,,,
GVG_030b,DRUID,SPELL,Tank Mode,GVG,+1 Health.,0,,,,,,,,,,,,,,,
BRMA07_2,NEUTRAL,HERO_POWER,ME SMASH,BRM,"<b>Hero Power</b>
Destroy a random damaged enemy minion.",1,,,,,,,,{'REQ_MINIMUM_ENEMY_MINIONS': 1},,,,,,,
XXX_039,NEUTRAL,SPELL,Become Hogger,CHEAT,Become Hogger for Video Recording.,0,,,,,,,,,,,,,,,
CRED_36,NEUTRAL,MINION,Mike Donais,CREDITS,"<b>Battlecry:</b> Replace all minions in the battlefield, in both hands, and in both decks with random minions.",6,4,8,LEGENDARY,,,,,,,,,,,,
DREAM_04,DREAM,SPELL,Dream,EXPERT1,Return a minion to its owner's hand.,0,,,,,,,,"{'REQ_TARGET_TO_PLAY': 0, 'REQ_MINION_TARGET': 0}",,,,,,,
CRED_01,NEUTRAL,MINION,Jason Chayes,CREDITS,<b>Enrage:</b> Just kidding! He never Enrages.,6,7,6,LEGENDARY,,,,,,,,,,,,
NEW1_004,ROGUE,SPELL,Vanish,CORE,Return all minions to their owner's hand.,6,,,COMMON,True,,,,,,Unlocked at Level 8.,Unlocked at Level 23.,,,,
KARA_12_02H,NEUTRAL,HERO_POWER,Ley Lines,KARA,"<b>Passive Hero Power</b>
Both players have
<b>Spell Damage +5</b>.",0,,,,,,,,,,,,,,,
FP1_009,NEUTRAL,MINION,Deathlord,NAXX,<b>Taunt. Deathrattle:</b> Your opponent puts a minion from their deck into the battlefield.,3,2,8,RARE,True,"""Rise from your grave!"" - Kel'Thuzad","['DEATHRATTLE', 'TAUNT']","[100, 800, 20, 100]",,,"Unlocked in The Military Quarter, in the Naxxramas adventure.","Crafting unlocked in The Military Quarter, in the Naxxramas adventure.",,,,
KAR_061,NEUTRAL,MINION,The Curator,KARA,"<b>Taunt</b>.
<b>Battlecry:</b> Draw a Beast, Dragon, and Murloc from your deck.",7,4,6,LEGENDARY,True,"The Curator guards Azeroth�s deadliest creatures, but it�s secretly terrified of squirrels.","['BATTLECRY', 'TAUNT']","[1600, 3200, 400, 1600]",,MECHANICAL,"Unlocked in the Menagerie, in One Night in Karazhan.","Crafting unlocked in the Menagerie, in One Night in Karazhan.",,,,
CFM_328,NEUTRAL,MINION,Fight Promoter,GANGS,"<b>Battlecry:</b> If you control
a minion with 6 or more
�Health, draw two cards.",6,4,4,EPIC,True,"""Yeah, I can get you Knuckles.  No, no, he's been clean for *weeks*.""",['BATTLECRY'],"[400, 1600, 100, 400]",,,,,,,,
TB_BoomAnnoy_001e,NEUTRAL,ENCHANTMENT,Loves Annoy-o-tron,TB,+2/+2.,,,,,,,,,,,,,,,,
BRMA12_6,NEUTRAL,SPELL,Brood Affliction: Black,BRM,"While this is in your hand, whenever Chromaggus draws a card, he gets another copy of it.",1,,,,,,['EVIL_GLOW'],,,,,,,,,
CRED_46,NEUTRAL,MINION,Keith Landes,CREDITS,"At the start of your turn, get -2 Health due to hunger.",2,2,6,LEGENDARY,,,,,,,,,,,,
OG_149,WARRIOR,MINION,Ravaging Ghoul,OG,<b>Battlecry:</b> Deal 1 damage to all other minions.,3,3,3,COMMON,True,"But goes by ""Ravishing Ghoul"" when he hits the club.",['BATTLECRY'],"[40, 400, 5, 50]",,,,,,,,
LOE_016t,NEUTRAL,MINION,Rock,LOE,<b>Taunt</b>,1,0,6,,,,['TAUNT'],,,,,,,,,
XXX_061,NEUTRAL,SPELL,Armor 1,CHEAT,Give target Hero +1 Armor,0,,,,,,,,"{'REQ_TARGET_TO_PLAY': 0, 'REQ_HERO_TARGET': 0}",,,,,,,
KAR_094,ROGUE,MINION,Deadly Fork,KARA,<b>Deathrattle:</b> Add a 3/2 weapon to your hand.,3,3,2,COMMON,True,"For a proper setting, place the deadly fork <i>after</i> the salad fork, but <i>before</i> the dinner fork.",['DEATHRATTLE'],"[40, 400, 5, 50]",,,"Unlocked in the Parlor, in One Night in Karazhan.","Crafting unlocked in the Parlor, in One Night in Karazhan.",,,,
CFM_617,DRUID,MINION,Celestial Dreamer,GANGS,"<b>Battlecry:</b> If a friendly minion has 5 or more Attack, gain +2/+2.",3,3,3,RARE,True,"If you think her job is easy, YOU try falling asleep on cue.",['BATTLECRY'],"[100, 800, 20, 100]",,,,,,,,
EX1_033,NEUTRAL,MINION,Windfury Harpy,EXPERT1,<b>Windfury</b>,6,4,5,COMMON,True,Harpies are not pleasant sounding.  That's the nicest I can put it.,['WINDFURY'],"[40, 400, 5, 50]",,,,,,ALLIANCE,,
BRMA09_4H,NEUTRAL,HERO_POWER,Blackwing,BRM,"<b>Hero Power</b>
Summon a 5/4 Dragonkin. Get a new Hero Power.",1,,,,,,,,,,,,,,,"['BRMA09_2H', 'BRMA09_3H', 'BRMA09_5H']"
EX1_405,NEUTRAL,MINION,Shieldbearer,EXPERT1,<b>Taunt</b>,1,0,4,COMMON,True,Have you seen the size of the shields in this game??  This is no easy job.,['TAUNT'],"[40, 400, 5, 50]",,,,,,,,
LOEA01_01h,NEUTRAL,HERO,Sun Raider Phaerix,LOE,,,,30,,,,,,,,,,,,,
XXX_105,NEUTRAL,SPELL,Add 8 to Health.,CHEAT,Adds 8 health to a damaged character. Does NOT heal.,0,,,COMMON,,,['ImmuneToSpellpower'],,{'REQ_TARGET_TO_PLAY': 0},,,,,,,
BRMA10_1,NEUTRAL,HERO,Razorgore the Untamed,BRM,,,,30,,,,,,,,,,,,,
LOE_019t,NEUTRAL,SPELL,Map to the Golden Monkey,LOE,Shuffle the Golden Monkey into your deck. Draw a card.,2,,,,,,,,,,,,,,,
OG_220,WARRIOR,MINION,Malkorok,OG,<b>Battlecry:</b> Equip a random weapon.,7,6,5,LEGENDARY,True,Garrosh's best buddy. It's true. Look it up.,['BATTLECRY'],"[1600, 3200, 400, 1600]",,,,,,,,
DS1_188,HUNTER,WEAPON,Gladiator's Longbow,EXPERT1,Your hero is <b>Immune</b> while attacking.,7,5,,EPIC,True,The longbow allows shots to be fired from farther away and is useful for firing on particularly odorous targets.,,"[400, 1600, 100, 400]",,,,,,,2,
TB_KTRAF_HP_RAF5,NEUTRAL,HERO_POWER,Staff of Origination,TB,Add a random legendary minion to your hand. It costs (4) less.,2,,,,,,,,,,,,,,,
BRMC_98,NEUTRAL,MINION,Razorgore,TB,"At the start of your turn, give your minions +3 Attack.",6,4,12,LEGENDARY,,,,,,DRAGON,,,,,,
TB_PickYourFate_2_EnchMinion,NEUTRAL,ENCHANTMENT,Fate,TB,<b>Deathrattle:</b> Your owner gets a banana.,,,,,,,['DEATHRATTLE'],,,,,,,,,
OG_006b,PALADIN,HERO_POWER,The Tidal Hand,OG,"<b>Hero Power</b>
Summon a 1/1 Silver Hand Murloc.",2,,,,,,,,{'REQ_NUM_MINION_SLOTS': 1},,,,,,,
TB_FW_Warper,NEUTRAL,MINION,Omegawarper,TB,Both player's Mechs cost (2) less.,3,3,5,,,,['AURA'],,,MECHANICAL,,,,,,
BRMA09_2H,NEUTRAL,HERO_POWER,Open the Gates,BRM,"<b>Hero Power</b>
Summon three 2/2 Whelps. Get a new Hero Power.",2,,,,,,,,,,,,,,,"['BRMA09_3H', 'BRMA09_4H']"
CRED_19,NEUTRAL,MINION,Beomki Hong,CREDITS,<b>Taunt.</b> Friendly minions can�t be <b>Frozen.</b>,4,6,3,LEGENDARY,,,,,,,,,,,,
CRED_38,NEUTRAL,MINION,Robin Fredericksen,CREDITS,"<b>Battlecry:</b> If you have no other Erics on the battlefield, rename this card to ""Eric"".",4,4,4,LEGENDARY,,,,,,,,,,,,
TU4e_007,NEUTRAL,WEAPON,Dual Warglaives,MISSIONS,,6,4,,COMMON,,,,,,,,,,,2,
BRMA13_2,NEUTRAL,HERO_POWER,True Form,BRM,"<b>Hero Power</b>
Let the games begin!",1,,,,,,['AI_MUST_PLAY'],,,,,,,,,"['BRMA13_6', 'BRMA13_8', 'BRMA13_7', 'BRMA13_5']"
GVG_032b,DRUID,SPELL,Gift of Cards,GVG,Each player draws a card.,0,,,,,,,,,,,,,,,
LOEA09_3aH,NEUTRAL,ENCHANTMENT,Famished,LOE,Quite Hungry.,,,,,,,,,,,,,,,,
AT_096,NEUTRAL,MINION,Clockwork Knight,TGT,<b>Battlecry:</b> Give a friendly Mech +1/+1.,5,5,5,COMMON,True,It takes a lot to wind him up.,['BATTLECRY'],"[40, 400, 5, 50]","{'REQ_FRIENDLY_TARGET': 0, 'REQ_TARGET_IF_AVAILABLE': 0, 'REQ_TARGET_WITH_RACE': 17, 'REQ_MINION_TARGET': 0}",MECHANICAL,,,Give +1/+1.,,,
BRMA14_11,NEUTRAL,SPELL,Recharge,BRM,Fill all empty Mana Crystals.,0,,,,,,,,,,,,,,,
NAX7_04H,NEUTRAL,WEAPON,Massive Runeblade,NAXX,Deals double damage to heroes.,3,10,,,,,,,,,,,,,2,
FP1_020e,PALADIN,ENCHANTMENT,Vengeance,NAXX,+3/+2.,,,,,,,,,,,,,,,,
EX1_562,NEUTRAL,MINION,Onyxia,EXPERT1,<b>Battlecry:</b> Summon 1/1 Whelps until your side of the battlefield is full.,9,8,8,LEGENDARY,True,Onyxia long manipulated the Stormwind Court by disguising herself as Lady Katrana Prestor.   You would have thought that the giant wings and scales would have been a giveaway.,['BATTLECRY'],"[1600, 3200, 400, 1600]",,DRAGON,,,,,,
CFM_603e,PRIEST,ENCHANTMENT,Madness Potion,GANGS,This minion has switched controllers this turn.,,,,,,,,,,,,,,,,
NAX2_05,NEUTRAL,MINION,Worshipper,NAXX,Your hero has +1 Attack on your turn.,3,1,4,,,,"['AURA', 'InvisibleDeathrattle']",,,,,,,,,
CFM_335,HUNTER,MINION,Dispatch Kodo,GANGS,<b>Battlecry:</b> Deal damage equal to this minion's Attack.,4,2,4,RARE,True,"""Crime reported at First Bank of Gadgetzan.  Huge quantities of Jade being carried away by what looks like a bunch of Hozen.  Kodo 77 can you make it over there now?""",['BATTLECRY'],"[100, 800, 20, 100]",{'REQ_TARGET_IF_AVAILABLE': 0},BEAST,,,,,,
EX1_536,HUNTER,WEAPON,Eaglehorn Bow,EXPERT1,"Whenever a friendly
<b>Secret</b> is revealed,
gain +1 Durability.",3,3,,RARE,True,First Lesson: Put the pointy end in the other guy.,,"[100, 800, 20, 100]",,,,,,,2,
KARA_08_05,NEUTRAL,SPELL,Terrifying Roar,KARA,Return an enemy minion to your opponent's hand.,3,,,,,,,,"{'REQ_TARGET_TO_PLAY': 0, 'REQ_MINION_TARGET': 0, 'REQ_MINIMUM_ENEMY_MINIONS': 1, 'REQ_ENEMY_TARGET': 0}",,,,,,,
CS1h_001,PRIEST,HERO_POWER,Lesser Heal,CORE,"<b>Hero Power</b>
Restore #2 Health.",2,,,FREE,,,,,{'REQ_TARGET_TO_PLAY': 0},,,,,,,
AT_091,NEUTRAL,MINION,Tournament Medic,TGT,<b>Inspire:</b> Restore 2 Health to your hero.,4,1,8,COMMON,True,The medic tournament is less entertaining than the Grand Tournament.,['INSPIRE'],"[40, 400, 5, 50]",,,,,,,,
CS2_003,PRIEST,SPELL,Mind Vision,CORE,Put a copy of a random card in your opponent's hand into your hand.,1,,,COMMON,True,I see what you did there.,,,,,Unlocked at Level 4.,Unlocked at Level 32.,,,,
EX1_089,NEUTRAL,MINION,Arcane Golem,EXPERT1,<b>Battlecry:</b> Give your opponent a Mana Crystal.,3,4,4,RARE,True,"Having Arcane golems at home really classes up the place, and as a bonus they are great conversation pieces.",['BATTLECRY'],"[100, 800, 20, 100]",,,,,,,,
EX1_409t,WARRIOR,WEAPON,Heavy Axe,EXPERT1,,1,1,,,,,,,,,,,,,3,
EX1_310,WARLOCK,MINION,Doomguard,EXPERT1,<b>Charge</b>. <b>Battlecry:</b> Discard two random cards.,5,5,7,RARE,True,Summoning a doomguard is risky. <i>Someone</i> is going to die.,"['BATTLECRY', 'CHARGE']","[100, 800, 20, 100]",,DEMON,,,,,,
EX1_019,NEUTRAL,MINION,Shattered Sun Cleric,CORE,<b>Battlecry:</b> Give a friendly minion +1/+1.,3,3,2,COMMON,True,They always have a spare flask of Sunwell Energy Drink�!,['BATTLECRY'],,"{'REQ_FRIENDLY_TARGET': 0, 'REQ_TARGET_IF_AVAILABLE': 0, 'REQ_MINION_TARGET': 0}",,,Unlocked at Priest Level 53.,Give +1/+1.,,,
CS2_084e,HUNTER,ENCHANTMENT,Hunter's Mark,CORE,This minion has 1 Health.,,,,,,,,,,,,,,,,
EX1_345,PRIEST,SPELL,Mindgames,EXPERT1,"Put a copy of
a random minion from
your opponent's deck into the battlefield.",4,,,EPIC,True,Sometimes it feels like this is all a game.,,"[400, 1600, 100, 400]",{'REQ_NUM_MINION_SLOTS': 1},,,,,,,
TB_Coopv3_104_NewClasses,NEUTRAL,MINION,Main Tank,TB,"<b>Battlecry:</b> Give all other minions +2/+2, except the <b>Boss</b>.",4,4,4,,,,['BATTLECRY'],,,,,,,,,
EX1_411e2,WARRIOR,ENCHANTMENT,Needs Sharpening,EXPERT1,Decreased Attack.,,,,,,,,,,,,,,,,
CS2_105e,WARRIOR,ENCHANTMENT,Heroic Strike,CORE,+4 Attack this turn.,,,,,,,['TAG_ONE_TURN_EFFECT'],,,,,,,,,
EX1_274,MAGE,MINION,Ethereal Arcanist,EXPERT1,"If you control a <b>Secret</b> at�the end of your turn, gain +2/+2.",4,3,3,RARE,True,The ethereals are wrapped in cloth to give form to their non-corporeal bodies. Also because it's nice and soft.,,"[100, 800, 20, 100]",,,,,,,,
CRED_06,NEUTRAL,MINION,Derek Sakamoto,CREDITS,<i>The notorious Footclapper.</i>,1,3,1,LEGENDARY,,,,,,,,,,,,
KARA_06_01,NEUTRAL,MINION,Romulo,KARA,Julianne is <b>Immune</b>.,4,4,2,,,,,,,,,,,,,
AT_104,PALADIN,MINION,Tuskarr Jouster,TGT,"<b>Battlecry:</b> Reveal a minion in each deck. If yours costs more, restore 7 Health to your hero.",5,5,5,RARE,True,Just could not be talked out of using his turtle for the joust...,['BATTLECRY'],"[100, 800, 20, 100]",,,,,,,,
KARA_00_01,NEUTRAL,HERO,Prince Malchezaar,KARA,,,,30,,,,,,,,,,,,,
TB_Coopv3_103,NEUTRAL,MINION,Intrepid Dragonstalker,TB,"Whenever ANY player plays a card, gain +1/+1.",5,3,3,,,,,,,,,,,,,
FP1_018,MAGE,SPELL,Duplicate,NAXX,"<b>Secret:</b> When a friendly minion dies, put 2 copies of it into your hand.",3,,,COMMON,True,The one time when duping cards won't get your account banned!,['SECRET'],"[40, 400, 5, 50]",,,"Unlocked in The Plague Quarter, in the Naxxramas adventure.","Crafting unlocked in The Plague Quarter, in the Naxxramas adventure.",,,,
TB_CoOpv3_203,NEUTRAL,SPELL,Meddling Fool!,TB,Damage the Lorewalker,0,,,,,,,,,,,,,,,
EX1_023,NEUTRAL,MINION,Silvermoon Guardian,EXPERT1,<b>Divine Shield</b>,4,3,3,COMMON,True,"The first time they tried to guard Silvermoon against the scourge, it didn�t go so well�",['DIVINE_SHIELD'],"[40, 400, 5, 50]",,,,,,HORDE,,
KAR_037t,NEUTRAL,ENCHANTMENT,Secrets of Karazhan,KARA,+1/+1 and <b>Taunt</b>.,,,,,,,,,,,,,,,,
KARA_08_04e,NEUTRAL,ENCHANTMENT,Empowered,EXPERT1,+8 Attack this turn.,,,,,,,['TAG_ONE_TURN_EFFECT'],,,,,,,,,
EX1_136,PALADIN,SPELL,Redemption,EXPERT1,"<b>Secret:</b> When one of your minions dies, return it to life with 1 Health.",1,,,COMMON,True,I am not sure how you get demptioned the first time.  It�s a mystery!,['SECRET'],"[40, 400, 5, 50]",,,,,,,,
HERO_02a,SHAMAN,HERO,Morgl the Oracle,HERO_SKINS,,,,30,EPIC,True,,,,,,,,,,,
TB_SPT_DPromoMinion,NEUTRAL,MINION,Hell Bovine,TB,<b>Deathrattle:</b> Place a copy of this card in your deck.,3,2,2,,,,['DEATHRATTLE'],,,DEMON,,,,,,
BRM_004,PRIEST,MINION,Twilight Whelp,BRM,"<b>Battlecry:</b> If you're holding a Dragon, gain +2 Health.",1,2,1,COMMON,True,"The twilight whelps are basically magic-vampires. Despite this, they are not a reference to any popular series of novels.",['BATTLECRY'],"[40, 400, 5, 50]",,DRAGON,"Unlocked in Blackrock Spire, in the Blackrock Mountain adventure.","Crafting unlocked in Blackrock Spire, in the Blackrock Mountain adventure.",,,,
EX1_103,NEUTRAL,MINION,Coldlight Seer,EXPERT1,<b>Battlecry:</b> Give your other Murlocs +2 Health.,3,2,3,RARE,True,"The Coldlight murlocs reside in the darkest pits of the Abyssal Depths.  So no, there's no getting away from murlocs.",['BATTLECRY'],"[100, 800, 20, 100]",,MURLOC,,,,,,
NAX8_02H,NEUTRAL,HERO_POWER,Harvest,NAXX,"<b>Hero Power</b>
Draw a card. Gain a Mana Crystal.",1,,,,,,['AI_MUST_PLAY'],,,,,,,,,
CS2_059,WARLOCK,MINION,Blood Imp,EXPERT1,"  <b>Stealth</b>. At the end of your
turn, give another random
 friendly minion +1 Health.",1,0,1,COMMON,True,Imps are content to hide and viciously taunt everyone nearby.,['STEALTH'],"[40, 400, 5, 50]",,DEMON,,,,,,
GVG_041c,DRUID,ENCHANTMENT,Dark Wispers,GVG,+5/+5 and <b>Taunt</b>.,,,,,,,,,,,,,,,,
TB_SPT_DPromoHP2,NEUTRAL,HERO_POWER,So Many...,TB,"Whenever a Hell Bovine Dies, draw a card.",0,,,,,,,,,,,,,,,
XXX_017,NEUTRAL,SPELL,Draw 3 Cards,CHEAT,Draw 3 cards.,0,,,COMMON,,,,,,,,,,,,
EX1_608,MAGE,MINION,Sorcerer's Apprentice,EXPERT1,Your spells cost (1) less.,2,3,2,COMMON,True,"Apprentices are great for bossing around.  ""Conjure me some mana buns! And a coffee!  Make that a mana coffee!""",['AURA'],"[40, 400, 5, 50]",,,,,,,,
CFM_621t23,NEUTRAL,SPELL,Shadow Oil,GANGS,Add 2 random Demons to your hand.,5,,,,,,,,,,,,,,,
EX1_590,NEUTRAL,MINION,Blood Knight,EXPERT1,<b>Battlecry:</b> All minions lose <b>Divine Shield</b>. Gain +3/+3 for each Shield lost.,3,3,3,EPIC,True,"The Blood Knights get their holy powers from the Sunwell, which you should NOT bathe in.",['BATTLECRY'],"[400, 1600, 100, 400]",,,,,,,,
TB_CoOpv3_BOSS4e,NEUTRAL,ENCHANTMENT,Cowed,TB,Can't attack this turn.,,,,,,,['TAG_ONE_TURN_EFFECT'],,,,,,,,,
TBST_004,NEUTRAL,MINION,OLDLegit Healer,TB,"At the end of your turn, summon a random friendly minion that died this turn.",3,2,2,,,,,,,,,,,,,
BRMA15_1H,NEUTRAL,HERO,Maloriak,BRM,,,,30,,,,,,,,,,,,,
OG_209,SHAMAN,MINION,Hallazeal the Ascended,OG,"Whenever your spells deal damage, restore that much Health to your hero.",5,4,6,LEGENDARY,True,Hallazeals all your dallazamage.,,"[1600, 3200, 400, 1600]",,,,,,,,
OG_061t,HUNTER,MINION,Mastiff,OG,,1,1,1,,,,,,,BEAST,,,,,,
BRM_006,WARLOCK,MINION,Imp Gang Boss,BRM,"Whenever this minion takes damage, summon a 1/1 Imp.",3,2,4,COMMON,True,"His imp gang likes to sneak into Stormwind to spraypaint ""Ragnaros Rulez"" on the Mage Tower.",,"[40, 400, 5, 50]",,DEMON,"Unlocked in Molten Core, in the Blackrock Mountain adventure.","Crafting unlocked in Molten Core, in the Blackrock Mountain adventure.",,,,
CFM_668t2,NEUTRAL,MINION,Doppelgangster,GANGS,<b>Battlecry:</b> Summon 2 copies of this minion.,5,2,2,RARE,,,['BATTLECRY'],"[100, 800, 20, 100]",,,,,,,,
EX1_032,NEUTRAL,MINION,Sunwalker,EXPERT1,"<b>Taunt</b>.
<b>Divine Shield</b>",6,4,5,RARE,True,She doesn�t ACTUALLY walk on the Sun.  It's just a name.  Don�t worry!,"['DIVINE_SHIELD', 'TAUNT']","[100, 800, 20, 100]",,,,,,ALLIANCE,,
TB_GP_01e_v2,NEUTRAL,ENCHANTMENT,Shadow Tower Stealth,TB,<b>Stealth</b>.,,,,,,,,,,,,,,,,
HRW02_1e,NEUTRAL,ENCHANTMENT,Overclock,TB,Increased Attack.,1,,,,,,,,,,,,,,,
AT_008,MAGE,MINION,Coldarra Drake,TGT,You can use your Hero Power any number of times.,6,6,6,EPIC,True,"The Grand Tournament has a ""No dragons allowed"" policy, but it's rarely enforced.",,"[400, 1600, 100, 400]",,DRAGON,,,,,,
LOEA06_03h,NEUTRAL,SPELL,Animate Earthen,LOE,Give your minions +3/+3 and <b>Taunt</b>.,2,,,,,,,,,,,,,,,
LOEA14_2,NEUTRAL,HERO_POWER,Platemail Armor,LOE,"<b>Passive Hero Power</b>
Your Hero can only take 1 damage at a time.",0,,,,,,,,,,,,,,,
XXX_042,NEUTRAL,SPELL,Hand to Deck,CHEAT,Shuffle a player's hand into his deck.,0,,,COMMON,,,,,"{'REQ_TARGET_TO_PLAY': 0, 'REQ_HERO_TARGET': 0}",,,,,,,
CFM_659,NEUTRAL,MINION,Gadgetzan Socialite,GANGS,<b>Battlecry:</b> Restore 2�Health.,2,2,2,COMMON,True,"Comment on her height, and she'll go from flapper to kneecapper in seconds flat.",['BATTLECRY'],"[40, 400, 5, 50]",{'REQ_TARGET_IF_AVAILABLE': 0},,,,Restore 2 Health.,,,
LOEA16_3,NEUTRAL,SPELL,Lantern of Power,LOE,Give a minion +10/+10.,10,,,,,,,,"{'REQ_TARGET_TO_PLAY': 0, 'REQ_MINION_TARGET': 0}",,,,,,,
OG_339e,NEUTRAL,ENCHANTMENT,Vassal's Subservience,OG,+2/+2.,,,,,,,,,,,,,,,,
LOE_007,WARLOCK,SPELL,Curse of Rafaam,LOE,"Give your opponent a 'Cursed!' card.
While they hold it, they take 2 damage on their turn.",2,,,COMMON,True,This is what happens when Rafaam stubs his toe unexpectedly.,,"[40, 400, 5, 50]",,,"Unlocked in the Hall of Explorers, in the League of Explorers adventure.","Crafting unlocked in the Hall of Explorers, in the League of Explorers adventure.",,,,
CFM_621t9,NEUTRAL,SPELL,Shadow Oil,GANGS,Add a random Demon to your hand.,1,,,,,,,,,,,,,,,
GVG_029,SHAMAN,SPELL,Ancestor's Call,GVG,Put a random minion from each player's hand into the battlefield.,4,,,EPIC,True,"""Hey! Ancestors!"" - Ancestor's call",,"[400, 1600, 100, 400]",,,,,,,,
BRMA11_2H,NEUTRAL,HERO_POWER,Essence of the Red,BRM,"<b>Hero Power</b>
Each player draws 3 cards. Gain a Mana Crystal.",0,,,,,,['AI_MUST_PLAY'],,,,,,,,,
CFM_066,MAGE,MINION,Kabal Lackey,GANGS,"<b>Battlecry:</b> The next <b>Secret</b>
you play this turn costs (0).",1,2,1,COMMON,True,I'll tell you one thing he doesn't lack: GUMPTION.,['BATTLECRY'],"[40, 400, 5, 50]",,,,,,,,
AT_037a,DRUID,SPELL,Living Roots,TGT,Deal 2 damage.,0,,,,,,,,{'REQ_TARGET_TO_PLAY': 0},,,,,,,
EX1_145,ROGUE,SPELL,Preparation,EXPERT1,The next spell you cast this turn costs (3) less.,0,,,EPIC,True,"""Be Prepared"" - Rogue Motto",,"[400, 1600, 100, 400]",,,,,,,,
LOEA08_01h,NEUTRAL,HERO,Archaedas,LOE,,,,30,,,,,,,,,,,,,
